passenger_id,driver_id,time_of_trip,interaction
P129,D31,evening,0
P129,D78,evening,0
P129,D16,morning,0
P129,D25,afternoon,0
P129,D75,night,0
P129,D29,afternoon,0
P129,D42,night,0
P129,D76,evening,0
P129,D37,evening,1
P129,D2,afternoon,0
P129,D53,night,0
P129,D69,morning,0
P129,D41,morning,0
P129,D9,morning,0
P129,D30,morning,0
P129,D17,evening,0
P129,D74,night,0
P129,D26,morning,0
P129,D88,evening,0
P129,D45,night,0
P129,D79,night,0
P129,D12,night,0
P129,D3,night,0
P129,D83,night,0
P129,D60,night,0
P129,D51,afternoon,0
P129,D11,afternoon,0
P129,D38,morning,0
P129,D59,evening,0
P129,D13,morning,0
P129,D68,night,0
P129,D61,morning,0
P129,D34,afternoon,0
P129,D87,evening,0
P130,D53,night,0
P130,D63,evening,0
P130,D9,afternoon,0
P130,D34,evening,0
P130,D30,afternoon,1
P130,D3,evening,0
P130,D26,afternoon,0
P130,D83,afternoon,1
P130,D2,night,0
P130,D62,evening,0
P130,D1,afternoon,0
P130,D71,afternoon,1
P130,D15,evening,0
P130,D49,night,0
P130,D59,evening,0
P130,D77,afternoon,0
P130,D28,afternoon,0
P130,D8,afternoon,0
P130,D45,evening,0
P130,D47,morning,0
P130,D74,morning,0
P130,D13,afternoon,0
P130,D65,evening,0
P130,D12,evening,0
P130,D38,morning,0
P130,D52,evening,0
P130,D87,afternoon,0
P130,D23,evening,1
P130,D85,morning,1
P130,D54,afternoon,0
P130,D55,morning,0
P130,D40,evening,1
P130,D78,afternoon,0
P130,D44,night,0
P130,D73,evening,0
P130,D79,morning,0
P130,D60,night,0
P130,D22,afternoon,0
P130,D56,morning,0
P130,D66,morning,0
P130,D6,afternoon,0
P130,D16,night,0
P130,D46,afternoon,0
P130,D57,evening,0
P130,D89,night,0
P130,D82,morning,0
P130,D75,afternoon,0
P130,D29,morning,0
P130,D72,night,0
P130,D14,afternoon,0
P130,D58,evening,0
P130,D42,afternoon,0
P130,D67,evening,0
P130,D68,afternoon,0
P130,D84,morning,0
P130,D4,night,1
P130,D7,night,0
P130,D81,evening,1
P130,D11,evening,0
P130,D36,night,0
P131,D81,evening,1
P131,D44,morning,0
P131,D20,evening,0
P131,D31,morning,1
P131,D54,night,0
P131,D9,night,1
P131,D78,afternoon,0
P131,D71,morning,0
P131,D68,morning,0
P131,D36,evening,0
P131,D3,night,0
P131,D39,evening,1
P131,D52,evening,0
P131,D38,afternoon,0
P131,D70,morning,0
P131,D66,evening,0
P131,D2,afternoon,0
P131,D46,night,0
P131,D35,evening,0
P131,D33,night,1
P131,D63,afternoon,0
P131,D53,night,0
P131,D45,afternoon,0
P131,D65,evening,0
P131,D26,evening,0
P131,D22,night,0
P131,D64,night,0
P131,D12,night,0
P131,D1,evening,0
P131,D14,afternoon,0
P131,D59,morning,1
P131,D23,evening,0
P131,D42,evening,0
P131,D76,afternoon,0
P131,D83,afternoon,0
P131,D49,afternoon,0
P131,D72,afternoon,0
P131,D32,afternoon,0
P131,D18,night,0
P131,D27,morning,0
P131,D50,evening,1
P131,D62,night,0
P131,D55,evening,1
P131,D61,night,0
P131,D10,night,0
P131,D24,afternoon,0
P131,D77,night,0
P131,D75,evening,0
P131,D84,night,1
P131,D13,morning,0
P131,D43,night,0
P131,D7,night,0
P131,D74,night,0
P131,D79,afternoon,0
P131,D80,night,0
P131,D15,night,0
P131,D88,afternoon,0
P131,D28,night,0
P131,D29,evening,0
P131,D67,night,0
P132,D76,afternoon,0
P132,D49,morning,0
P132,D84,night,1
P132,D34,night,0
P132,D20,night,0
P132,D51,afternoon,0
P132,D40,night,0
P132,D35,evening,0
P132,D50,night,0
P132,D53,evening,0
P132,D67,morning,0
P132,D66,evening,0
P132,D39,afternoon,0
P132,D3,morning,0
P132,D86,morning,0
P132,D45,afternoon,0
P132,D70,afternoon,0
P132,D0,evening,0
P132,D13,night,0
P132,D85,morning,0
P132,D47,night,0
P132,D23,evening,0
P132,D30,night,0
P132,D12,evening,0
P132,D69,night,0
P132,D89,afternoon,0
P132,D32,morning,0
P132,D87,morning,0
P132,D6,night,0
P132,D21,evening,0
P132,D22,evening,0
P132,D41,morning,0
P132,D38,morning,0
P132,D75,evening,0
P132,D59,morning,1
P132,D79,morning,0
P132,D10,afternoon,1
P132,D7,night,0
P132,D58,afternoon,0
P132,D24,evening,0
P132,D42,night,0
P132,D36,afternoon,0
P132,D19,evening,0
P132,D31,evening,0
P132,D1,evening,0
P132,D27,afternoon,0
P132,D33,afternoon,0
P132,D88,night,0
P132,D55,afternoon,0
P132,D74,evening,0
P132,D62,afternoon,0
P132,D29,afternoon,0
P132,D80,evening,0
P132,D68,afternoon,0
P132,D28,afternoon,0
P132,D64,evening,0
P132,D57,evening,0
P132,D52,morning,0
P132,D43,morning,1
P132,D46,morning,0
P133,D16,morning,1
P133,D45,morning,0
P133,D32,night,1
P133,D39,evening,1
P133,D8,afternoon,0
P133,D4,night,1
P133,D42,night,0
P133,D75,morning,1
P133,D72,afternoon,0
P133,D27,night,0
P133,D50,night,0
P133,D87,evening,1
P133,D35,night,0
P133,D43,night,0
P133,D60,morning,0
P133,D41,morning,0
P133,D73,evening,1
P133,D47,night,0
P133,D53,afternoon,0
P133,D88,afternoon,0
P133,D54,evening,0
P133,D22,morning,0
P133,D61,morning,0
P133,D86,morning,0
P133,D30,morning,0
P133,D52,evening,0
P133,D20,morning,1
P133,D7,night,0
P133,D25,morning,0
P133,D80,night,0
P133,D29,morning,0
P133,D11,morning,0
P133,D62,morning,1
P133,D89,morning,0
P133,D6,evening,0
P133,D77,night,1
P133,D48,morning,0
P133,D56,morning,0
P133,D5,morning,0
P133,D74,night,0
P133,D1,evening,0
P133,D14,evening,0
P133,D51,afternoon,0
P133,D57,morning,0
P133,D2,night,0
P133,D65,afternoon,0
P133,D17,night,0
P133,D67,morning,0
P133,D49,evening,0
P133,D58,evening,0
P133,D84,afternoon,0
P133,D26,morning,1
P133,D69,evening,1
P133,D85,evening,1
P133,D64,morning,0
P133,D36,night,0
P133,D23,night,0
P133,D21,night,0
P133,D28,morning,0
P133,D12,night,0
P134,D55,evening,0
P134,D19,morning,0
P134,D8,afternoon,0
P134,D80,morning,0
P134,D78,afternoon,0
P134,D9,night,1
P134,D68,evening,0
P134,D64,morning,0
P134,D18,evening,0
P134,D72,morning,0
P134,D23,morning,0
P134,D4,night,0
P134,D14,afternoon,0
P134,D57,evening,0
P134,D73,night,0
P134,D62,night,0
P134,D71,morning,0
P134,D49,evening,0
P134,D75,afternoon,0
P134,D51,night,0
P134,D21,evening,0
P134,D15,afternoon,0
P134,D40,night,0
P134,D34,night,0
P134,D84,morning,0
P134,D59,afternoon,0
P134,D53,morning,0
P134,D35,night,0
P134,D74,evening,0
P134,D89,evening,0
P134,D32,morning,0
P134,D87,night,0
P134,D33,evening,1
P134,D88,morning,0
P134,D58,afternoon,0
P134,D28,night,0
P134,D13,night,0
P134,D46,morning,0
P134,D6,morning,0
P134,D5,night,0
P134,D42,afternoon,0
P134,D1,evening,0
P134,D26,night,0
P134,D79,morning,0
P134,D29,night,0
P134,D65,night,0
P134,D70,afternoon,0
P134,D37,afternoon,0
P134,D50,morning,1
P134,D63,night,0
P134,D54,evening,0
P134,D77,evening,0
P134,D45,afternoon,0
P134,D25,afternoon,0
P134,D82,afternoon,0
P134,D39,morning,0
P134,D10,morning,0
P134,D86,afternoon,0
P134,D12,evening,0
P134,D69,evening,1
P135,D9,evening,0
P135,D11,morning,0
P135,D62,afternoon,1
P135,D87,afternoon,0
P135,D21,afternoon,0
P135,D83,afternoon,1
P135,D40,night,0
P135,D84,afternoon,0
P135,D60,evening,0
P135,D13,night,0
P135,D80,morning,0
P135,D1,morning,1
P135,D78,evening,0
P135,D73,evening,0
P135,D5,morning,0
P135,D79,evening,0
P135,D10,morning,0
P135,D15,evening,0
P135,D24,evening,0
P135,D47,night,0
P135,D0,evening,0
P135,D28,night,0
P135,D49,night,0
P135,D65,morning,0
P135,D48,morning,0
P135,D43,morning,1
P135,D59,night,1
P135,D68,night,0
P135,D55,night,0
P135,D42,evening,0
P135,D19,afternoon,1
P135,D71,evening,0
P135,D38,morning,0
P135,D69,night,0
P135,D2,morning,0
P135,D45,night,0
P135,D29,morning,0
P135,D3,night,1
P135,D14,morning,1
P135,D16,night,0
P135,D67,night,0
P135,D35,evening,0
P135,D12,night,0
P135,D26,evening,0
P135,D86,night,0
P135,D70,night,0
P135,D34,evening,0
P135,D51,night,0
P135,D18,night,0
P135,D32,afternoon,0
P135,D64,morning,0
P135,D8,night,0
P135,D89,night,0
P135,D4,afternoon,0
P135,D6,morning,0
P135,D81,evening,1
P135,D66,afternoon,0
P135,D17,night,0
P135,D63,evening,0
P135,D36,afternoon,0
P136,D37,morning,0
P136,D3,morning,0
P136,D69,afternoon,0
P136,D4,afternoon,0
P136,D79,morning,0
P136,D44,morning,0
P136,D80,evening,0
P136,D83,night,0
P136,D54,afternoon,0
P136,D7,evening,0
P136,D13,afternoon,0
P136,D10,morning,0
P136,D5,afternoon,0
P136,D30,evening,0
P136,D63,evening,0
P136,D84,afternoon,0
P136,D75,evening,0
P136,D86,evening,0
P136,D60,night,0
P136,D18,afternoon,0
P136,D70,afternoon,0
P136,D65,evening,0
P136,D27,evening,1
P136,D21,evening,0
P136,D73,afternoon,0
P136,D41,night,1
P136,D36,afternoon,0
P136,D12,afternoon,0
P136,D6,evening,0
P136,D45,evening,0
P136,D24,night,0
P136,D52,morning,0
P136,D48,morning,0
P136,D46,night,0
P136,D59,evening,0
P136,D31,evening,0
P136,D11,night,0
P136,D56,morning,0
P136,D20,evening,0
P136,D81,afternoon,0
P136,D51,afternoon,0
P136,D77,evening,0
P136,D57,afternoon,0
P136,D17,afternoon,0
P136,D64,morning,0
P136,D35,night,0
P136,D32,afternoon,0
P136,D1,morning,0
P136,D8,evening,0
P136,D15,afternoon,0
P136,D50,morning,1
P136,D72,night,0
P136,D43,evening,1
P136,D74,night,0
P136,D40,night,0
P136,D34,afternoon,0
P136,D49,night,0
P136,D71,afternoon,0
P136,D39,afternoon,0
P136,D82,afternoon,0
P137,D8,evening,0
P137,D27,morning,0
P137,D29,morning,0
P137,D79,night,0
P137,D49,evening,0
P137,D41,morning,0
P137,D32,night,1
P137,D64,morning,0
P137,D87,afternoon,0
P137,D10,night,0
P137,D46,night,0
P137,D50,night,0
P137,D43,morning,1
P137,D5,night,0
P137,D13,morning,0
P137,D12,morning,0
P137,D11,evening,0
P137,D2,night,0
P137,D59,night,1
P137,D22,evening,0
P137,D40,evening,0
P137,D9,night,1
P137,D82,night,0
P137,D68,morning,0
P137,D89,evening,0
P137,D33,afternoon,0
P137,D81,night,1
P137,D24,morning,0
P137,D31,afternoon,1
P137,D25,afternoon,0
P137,D30,evening,0
P137,D53,morning,0
P137,D56,night,0
P137,D76,afternoon,0
P137,D4,evening,0
P137,D57,night,0
P137,D71,morning,0
P137,D83,evening,0
P137,D20,night,0
P137,D78,night,0
P137,D16,evening,0
P137,D54,morning,0
P137,D84,evening,0
P137,D80,afternoon,0
P137,D35,evening,0
P137,D86,evening,0
P137,D73,afternoon,0
P137,D34,morning,0
P137,D70,night,0
P137,D18,night,0
P137,D65,night,0
P137,D21,night,0
P137,D77,morning,1
P137,D1,afternoon,0
P137,D42,morning,0
P137,D55,morning,0
P137,D85,afternoon,0
P137,D26,morning,0
P137,D51,morning,0
P137,D7,morning,0
P138,D32,evening,0
P138,D88,evening,0
P138,D17,night,0
P138,D85,morning,1
P138,D9,afternoon,0
P138,D27,afternoon,0
P138,D41,night,0
P138,D87,evening,0
P138,D7,afternoon,0
P138,D46,afternoon,0
P138,D4,afternoon,0
P138,D29,night,0
P138,D65,evening,0
P138,D34,afternoon,0
P138,D30,afternoon,0
P138,D63,evening,0
P138,D25,night,0
P138,D11,morning,0
P138,D31,morning,0
P138,D83,afternoon,0
P138,D56,afternoon,0
P138,D70,night,0
P138,D75,afternoon,0
P138,D19,evening,1
P138,D16,afternoon,0
P138,D40,morning,0
P138,D86,afternoon,0
P138,D21,morning,0
P138,D44,morning,0
P138,D6,afternoon,0
P138,D1,afternoon,1
P138,D67,afternoon,0
P138,D89,morning,0
P138,D26,afternoon,0
P138,D79,morning,0
P138,D3,afternoon,0
P138,D57,night,0
P138,D18,night,0
P138,D81,morning,0
P138,D45,morning,0
P138,D76,evening,0
P138,D12,night,0
P138,D51,night,0
P138,D42,night,0
P138,D50,afternoon,0
P138,D54,night,0
P138,D35,evening,0
P138,D72,night,0
P138,D74,night,0
P138,D73,night,0
P138,D0,afternoon,0
P138,D37,afternoon,0
P138,D68,morning,0
P138,D22,evening,0
P138,D62,morning,1
P138,D55,afternoon,0
P138,D8,evening,0
P138,D53,evening,0
P138,D5,night,0
P138,D66,morning,0
P139,D38,evening,0
P139,D53,afternoon,0
P139,D7,afternoon,0
P139,D14,morning,0
P139,D3,morning,0
P139,D63,evening,0
P139,D67,evening,0
P139,D28,morning,0
P139,D2,evening,0
P139,D15,night,0
P139,D29,evening,0
P139,D4,night,1
P139,D41,morning,0
P139,D48,evening,0
P139,D55,night,0
P139,D76,afternoon,0
P139,D9,afternoon,0
P139,D62,afternoon,0
P139,D27,morning,0
P139,D11,morning,0
P139,D88,evening,0
P139,D86,night,0
P139,D47,night,0
P139,D10,evening,0
P139,D58,afternoon,0
P139,D6,afternoon,0
P139,D13,morning,0
P139,D37,afternoon,0
P139,D42,afternoon,0
P139,D0,night,0
P139,D19,night,0
P139,D69,night,0
P139,D74,afternoon,0
P139,D61,night,0
P139,D71,afternoon,0
P139,D35,morning,1
P139,D33,evening,1
P139,D75,evening,0
P139,D50,evening,1
P139,D57,evening,0
P139,D24,afternoon,0
P139,D60,night,0
P139,D80,morning,0
P139,D79,afternoon,0
P139,D39,morning,0
P139,D18,afternoon,0
P139,D54,morning,0
P139,D12,evening,0
P139,D31,afternoon,1
P139,D65,night,0
P139,D56,morning,0
P139,D78,night,0
P139,D32,evening,0
P139,D84,evening,0
P139,D70,afternoon,0
P139,D87,afternoon,0
P139,D82,night,0
P139,D85,morning,1
P139,D64,morning,0
P139,D36,morning,0
P140,D3,night,0
P140,D15,evening,0
P140,D47,night,0
P140,D61,afternoon,0
P140,D86,morning,0
P140,D10,afternoon,1
P140,D76,afternoon,0
P140,D30,night,0
P140,D16,morning,0
P140,D2,afternoon,0
P140,D82,evening,0
P140,D81,night,1
P140,D44,afternoon,0
P140,D68,evening,0
P140,D80,evening,0
P140,D18,afternoon,0
P140,D46,evening,0
P140,D55,afternoon,0
P140,D63,evening,0
P140,D53,evening,0
P140,D32,afternoon,0
P140,D67,night,0
P140,D33,night,1
P140,D19,afternoon,0
P140,D60,night,0
P140,D7,evening,0
P140,D14,evening,0
P140,D26,night,1
P140,D52,afternoon,0
P140,D40,afternoon,0
P140,D39,morning,1
P140,D74,night,0
P140,D42,morning,1
P140,D4,afternoon,0
P140,D17,afternoon,0
P140,D25,morning,0
P140,D88,evening,1
P140,D41,morning,0
P140,D35,night,0
P140,D45,evening,0
P140,D69,afternoon,0
P140,D89,night,0
P140,D85,evening,0
P140,D56,evening,0
P140,D51,night,0
P140,D38,evening,0
P140,D1,morning,0
P140,D70,evening,0
P140,D72,morning,0
P140,D66,night,0
P140,D37,night,0
P140,D5,night,0
P140,D12,afternoon,0
P140,D75,morning,0
P140,D49,night,0
P140,D71,morning,0
P140,D73,afternoon,0
P140,D31,night,1
P140,D78,night,0
P140,D65,afternoon,0
P141,D3,morning,0
P141,D52,evening,0
P141,D65,morning,0
P141,D69,evening,0
P141,D40,morning,1
P141,D42,evening,0
P141,D37,night,0
P141,D86,evening,0
P141,D16,night,0
P141,D38,night,0
P141,D27,night,0
P141,D50,night,0
P141,D13,night,0
P141,D6,morning,0
P141,D19,night,0
P141,D20,morning,0
P141,D21,evening,0
P141,D31,evening,0
P141,D51,night,0
P141,D57,afternoon,0
P141,D28,afternoon,0
P141,D68,evening,0
P141,D25,morning,0
P141,D32,morning,0
P141,D77,morning,1
P141,D78,evening,0
P141,D76,night,0
P141,D15,morning,0
P141,D61,morning,0
P141,D60,evening,0
P141,D36,night,0
P141,D23,afternoon,0
P141,D56,morning,0
P141,D79,afternoon,0
P141,D4,morning,0
P141,D66,night,0
P141,D1,evening,0
P141,D35,morning,0
P141,D63,afternoon,0
P141,D5,morning,0
P141,D53,morning,0
P141,D58,afternoon,0
P141,D18,night,0
P141,D84,evening,0
P141,D39,night,0
P141,D48,morning,0
P141,D44,night,0
P141,D81,morning,0
P141,D75,afternoon,0
P141,D22,evening,0
P141,D34,evening,0
P141,D82,evening,0
P141,D49,afternoon,0
P141,D24,night,0
P141,D54,morning,0
P141,D89,night,0
P141,D41,afternoon,0
P141,D85,afternoon,0
P141,D11,afternoon,0
P141,D62,evening,0
P142,D48,afternoon,0
P142,D25,morning,0
P142,D67,night,0
P142,D73,morning,0
P142,D20,night,0
P142,D51,night,0
P142,D89,morning,0
P142,D84,morning,0
P142,D56,night,0
P142,D63,night,0
P142,D21,morning,0
P142,D9,night,1
P142,D2,morning,0
P142,D38,evening,0
P142,D32,morning,0
P142,D18,evening,0
P142,D30,morning,0
P142,D76,morning,0
P142,D16,evening,0
P142,D70,afternoon,0
P142,D59,morning,1
P142,D79,afternoon,0
P142,D0,evening,0
P142,D10,morning,0
P142,D71,evening,0
P142,D57,morning,0
P142,D33,morning,0
P142,D61,afternoon,0
P142,D11,evening,0
P142,D36,evening,0
P142,D12,night,0
P142,D19,night,1
P142,D52,morning,0
P142,D85,evening,1
P142,D13,morning,0
P142,D87,morning,0
P142,D80,morning,0
P142,D50,afternoon,1
P142,D40,morning,0
P142,D82,morning,0
P142,D54,night,0
P142,D23,morning,0
P142,D3,morning,0
P142,D62,evening,0
P142,D29,night,0
P142,D81,morning,0
P142,D1,afternoon,0
P142,D31,afternoon,1
P142,D5,morning,0
P142,D46,night,0
P142,D65,morning,0
P142,D28,night,0
P142,D27,night,0
P142,D78,evening,0
P142,D35,morning,1
P142,D45,evening,0
P142,D15,morning,0
P142,D17,night,0
P142,D7,evening,0
P142,D55,evening,1
P143,D26,morning,0
P143,D41,afternoon,0
P143,D53,night,0
P143,D59,night,1
P143,D55,evening,1
P143,D38,evening,0
P143,D76,evening,0
P143,D2,morning,0
P143,D44,afternoon,1
P143,D71,afternoon,0
P143,D29,evening,0
P143,D7,evening,0
P143,D62,night,0
P143,D85,evening,1
P143,D86,afternoon,0
P143,D68,evening,0
P143,D50,afternoon,1
P143,D11,evening,1
P143,D33,night,1
P143,D15,afternoon,0
P143,D22,morning,0
P143,D40,evening,1
P143,D34,morning,0
P143,D5,morning,0
P143,D84,afternoon,0
P143,D65,morning,0
P143,D46,night,0
P143,D27,morning,0
P143,D17,evening,0
P143,D89,night,0
P143,D12,morning,0
P143,D28,afternoon,0
P143,D6,night,0
P143,D82,afternoon,0
P143,D72,morning,0
P143,D31,evening,0
P143,D45,evening,0
P143,D48,afternoon,0
P143,D52,morning,0
P143,D42,afternoon,0
P143,D88,morning,0
P143,D57,evening,0
P143,D75,night,1
P143,D14,night,0
P143,D35,evening,0
P143,D4,night,1
P143,D10,evening,0
P143,D30,evening,0
P143,D61,morning,0
P143,D13,evening,0
P143,D19,night,0
P143,D69,night,0
P143,D74,morning,1
P143,D16,morning,0
P143,D87,night,1
P143,D36,evening,0
P143,D18,afternoon,0
P143,D20,afternoon,1
P143,D83,evening,0
P143,D54,afternoon,0
P144,D32,afternoon,0
P144,D35,evening,0
P144,D19,morning,0
P144,D31,evening,0
P144,D75,afternoon,0
P144,D49,afternoon,0
P144,D64,afternoon,0
P144,D46,afternoon,0
P144,D12,evening,0
P144,D79,evening,0
P144,D43,evening,0
P144,D5,morning,0
P144,D71,morning,0
P144,D68,afternoon,0
P144,D9,afternoon,0
P144,D28,night,0
P144,D47,afternoon,0
P144,D8,night,0
P144,D6,night,0
P144,D14,afternoon,0
P144,D87,evening,0
P144,D22,afternoon,0
P144,D69,night,0
P144,D37,afternoon,0
P144,D51,night,0
P144,D82,night,0
P144,D61,evening,0
P144,D77,night,0
P144,D50,afternoon,1
P144,D3,night,0
P144,D83,morning,0
P144,D1,afternoon,0
P144,D74,afternoon,0
P144,D11,afternoon,0
P144,D89,afternoon,0
P144,D88,morning,0
P144,D18,morning,0
P144,D23,afternoon,0
P144,D80,night,0
P144,D40,afternoon,0
P144,D17,evening,0
P144,D52,morning,0
P144,D76,night,0
P144,D53,morning,0
P144,D27,evening,1
P144,D44,evening,0
P144,D60,morning,0
P144,D26,morning,0
P144,D86,evening,0
P144,D0,evening,0
P144,D29,afternoon,0
P144,D13,afternoon,0
P144,D39,afternoon,0
P144,D62,afternoon,0
P144,D65,morning,0
P144,D57,evening,0
P144,D36,night,0
P144,D41,evening,0
P144,D55,night,0
P144,D2,afternoon,0
P145,D16,afternoon,1
P145,D40,afternoon,0
P145,D9,evening,0
P145,D0,morning,0
P145,D53,evening,0
P145,D70,evening,0
P145,D87,night,1
P145,D10,evening,0
P145,D42,afternoon,0
P145,D84,night,0
P145,D65,night,0
P145,D88,night,0
P145,D1,afternoon,0
P145,D41,evening,0
P145,D46,evening,0
P145,D78,afternoon,0
P145,D18,morning,0
P145,D23,afternoon,1
P145,D72,evening,0
P145,D80,morning,0
P145,D64,afternoon,0
P145,D29,morning,0
P145,D89,evening,1
P145,D56,morning,0
P145,D66,afternoon,0
P145,D12,night,0
P145,D51,night,1
P145,D75,evening,0
P145,D68,evening,0
P145,D77,night,0
P145,D30,afternoon,1
P145,D73,afternoon,0
P145,D5,night,0
P145,D47,afternoon,0
P145,D15,night,0
P145,D44,morning,0
P145,D19,evening,1
P145,D27,night,0
P145,D32,morning,0
P145,D36,evening,0
P145,D85,afternoon,0
P145,D35,afternoon,1
P145,D81,morning,0
P145,D82,morning,0
P145,D31,evening,0
P145,D20,evening,0
P145,D7,evening,0
P145,D28,morning,0
P145,D39,night,0
P145,D57,morning,0
P145,D13,afternoon,0
P145,D34,morning,0
P145,D14,night,0
P145,D67,evening,0
P145,D59,morning,1
P145,D74,night,0
P145,D6,night,0
P145,D52,afternoon,0
P145,D2,afternoon,1
P145,D63,evening,0
P146,D7,evening,0
P146,D38,night,0
P146,D39,afternoon,0
P146,D3,morning,0
P146,D15,night,0
P146,D29,night,0
P146,D74,morning,0
P146,D34,morning,0
P146,D50,afternoon,1
P146,D51,evening,0
P146,D5,morning,0
P146,D62,morning,0
P146,D79,afternoon,0
P146,D80,evening,0
P146,D66,night,0
P146,D57,afternoon,0
P146,D64,morning,0
P146,D55,evening,0
P146,D71,afternoon,0
P146,D45,evening,0
P146,D4,morning,0
P146,D22,afternoon,0
P146,D47,night,0
P146,D78,morning,0
P146,D42,night,0
P146,D84,afternoon,0
P146,D1,morning,0
P146,D36,afternoon,0
P146,D18,afternoon,0
P146,D81,morning,0
P146,D19,afternoon,0
P146,D25,afternoon,0
P146,D0,afternoon,0
P146,D23,morning,0
P146,D35,morning,0
P146,D89,night,0
P146,D43,night,0
P146,D83,afternoon,0
P146,D14,night,0
P146,D32,afternoon,0
P146,D12,afternoon,0
P146,D69,night,0
P146,D73,afternoon,0
P146,D75,morning,0
P146,D82,afternoon,0
P146,D44,morning,0
P146,D88,morning,0
P146,D21,night,0
P146,D17,evening,0
P146,D48,evening,0
P146,D24,evening,0
P146,D65,afternoon,0
P146,D77,afternoon,0
P146,D40,evening,1
P146,D76,afternoon,0
P146,D67,morning,0
P146,D11,evening,0
P146,D9,afternoon,0
P146,D33,evening,0
P146,D85,afternoon,0
P147,D28,morning,0
P147,D3,evening,0
P147,D25,evening,0
P147,D85,night,0
P147,D32,evening,1
P147,D49,morning,0
P147,D50,evening,1
P147,D16,morning,0
P147,D59,evening,0
P147,D40,evening,0
P147,D79,morning,0
P147,D10,night,0
P147,D87,night,0
P147,D75,night,0
P147,D84,evening,0
P147,D26,evening,0
P147,D61,morning,0
P147,D29,evening,0
P147,D78,afternoon,0
P147,D38,afternoon,0
P147,D63,afternoon,0
P147,D7,night,0
P147,D11,evening,0
P147,D9,morning,0
P147,D73,night,0
P147,D51,morning,0
P147,D12,morning,0
P147,D0,evening,0
P147,D67,night,0
P147,D37,morning,0
P147,D71,morning,0
P147,D54,morning,0
P147,D72,morning,0
P147,D8,morning,0
P147,D6,night,0
P147,D81,afternoon,0
P147,D15,morning,0
P147,D58,night,0
P147,D23,night,0
P147,D80,night,0
P147,D52,evening,0
P147,D42,afternoon,0
P147,D48,night,0
P147,D70,night,0
P147,D13,morning,0
P147,D76,afternoon,0
P147,D88,morning,0
P147,D82,evening,0
P147,D60,evening,0
P147,D4,morning,0
P147,D21,afternoon,0
P147,D35,night,0
P147,D5,night,0
P147,D74,night,0
P147,D36,morning,0
P147,D65,afternoon,0
P147,D77,afternoon,0
P147,D69,night,0
P147,D43,night,0
P147,D66,afternoon,0
P148,D55,afternoon,0
P148,D38,afternoon,0
P148,D22,night,0
P148,D11,night,0
P148,D19,evening,0
P148,D63,afternoon,0
P148,D57,night,0
P148,D79,afternoon,0
P148,D67,evening,0
P148,D60,afternoon,1
P148,D18,afternoon,1
P148,D68,morning,0
P148,D46,night,0
P148,D24,morning,0
P148,D51,night,0
P148,D74,evening,0
P148,D50,afternoon,0
P148,D5,evening,0
P148,D54,afternoon,0
P148,D73,morning,0
P148,D70,night,0
P148,D10,night,0
P148,D58,night,0
P148,D13,afternoon,0
P148,D81,evening,1
P148,D32,afternoon,0
P148,D27,afternoon,0
P148,D33,evening,1
P148,D0,evening,0
P148,D53,evening,0
P148,D76,night,0
P148,D9,morning,0
P148,D66,night,0
P148,D80,evening,0
P148,D85,night,1
P148,D72,evening,0
P148,D34,afternoon,0
P148,D16,evening,0
P148,D28,morning,0
P148,D30,afternoon,0
P148,D40,afternoon,0
P148,D89,evening,0
P148,D61,afternoon,0
P148,D39,morning,1
P148,D52,evening,0
P148,D62,night,0
P148,D2,afternoon,0
P148,D6,evening,0
P148,D47,evening,0
P148,D78,afternoon,0
P148,D45,afternoon,0
P148,D48,afternoon,0
P148,D7,night,0
P148,D17,evening,0
P148,D56,night,0
P148,D43,night,0
P148,D69,night,0
P148,D36,morning,0
P148,D83,evening,0
P148,D71,afternoon,0
P149,D1,afternoon,0
P149,D76,evening,0
P149,D28,morning,0
P149,D61,evening,0
P149,D2,night,0
P149,D37,morning,0
P149,D30,afternoon,1
P149,D8,afternoon,0
P149,D74,morning,0
P149,D14,night,0
P149,D72,evening,0
P149,D33,night,1
P149,D31,afternoon,1
P149,D27,night,0
P149,D62,morning,0
P149,D89,morning,0
P149,D17,morning,0
P149,D47,evening,0
P149,D44,afternoon,1
P149,D20,evening,0
P149,D16,evening,0
P149,D77,afternoon,0
P149,D81,afternoon,0
P149,D50,evening,1
P149,D15,morning,0
P149,D67,afternoon,1
P149,D53,morning,0
P149,D49,morning,0
P149,D66,morning,0
P149,D80,night,0
P149,D43,night,0
P149,D6,morning,0
P149,D26,evening,0
P149,D60,evening,0
P149,D87,morning,0
P149,D11,afternoon,0
P149,D82,night,0
P149,D70,night,0
P149,D68,morning,0
P149,D51,night,0
P149,D12,night,0
P149,D39,evening,0
P149,D84,evening,0
P149,D24,evening,0
P149,D46,afternoon,0
P149,D22,night,0
P149,D34,night,0
P149,D29,morning,0
P149,D42,morning,0
P149,D9,morning,0
P149,D55,morning,0
P149,D52,morning,0
P149,D4,afternoon,0
P149,D54,morning,0
P149,D3,morning,0
P149,D21,evening,0
P149,D45,afternoon,0
P149,D59,afternoon,1
P149,D5,night,0
P149,D78,morning,0
P150,D9,night,1
P150,D85,afternoon,0
P150,D18,night,0
P150,D3,night,0
P150,D16,morning,0
P150,D14,afternoon,0
P150,D20,evening,0
P150,D83,morning,0
P150,D65,evening,0
